hours,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224
195,0,1.0E-4,0,0.5806110673763767,8.74566153810282,0.09666901376101865,1.281393318291537,0.19596496431796762,0,0,0,0,2.3776408372028458E-5,0,0,0,0,0,0,0.0020639134336830805,0,0,0.11495976783038683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07029541138437435,0.001244166573205265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4400840856469E-4,0,0,0,0,0,0,0,0,0,0,0,0.18662498596850827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0616838650633811E-4,0
196,0,1.0E-4,0,0.5806110673763767,8.74566153810282,0.09666901376101865,1.281393318291537,0.19660993449246417,0,0,0,0,2.3776408372028458E-5,0,0,0,0,0,0,0.0020639134336830805,0,0,0.11533812945148558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07029541138437435,0.001244166573205265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4400840856469E-4,0,0,0,0,0,0,0,0,0,0,0,0.18662498596850827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0616838650633811E-4,0
197,0,1.0E-4,0,0.5806110673763767,8.74566153810282,0.09666901376101865,1.281393318291537,0.19725702742664183,0,0,0,0,2.3776408372028458E-5,0,0,0,0,0,0,0.0020639134336830805,0,0,0.11571773635620707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07029541138437435,0.001244166573205265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4400840856469E-4,0,0,0,0,0,0,0,0,0,0,0,0.18662498596850827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0616838650633811E-4,0
198,0,1.0E-4,0,0.5806110673763767,8.74566153810282,0.09666901376101865,1.281393318291537,0.19790625010703863,0,0,0,0,2.3776408372028458E-5,0,0,0,0,0,0,0.0020639134336830805,0,0,0.1160985926430941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07029541138437435,0.001244166573205265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4400840856469E-4,0,0,0,0,0,0,0,0,0,0,0,0.18662498596850827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0616838650633811E-4,0
199,0,1.0E-4,0,0.5806110673763767,8.74566153810282,0.09666901376101865,1.281393318291537,0.19855760954318707,0,0,0,0,2.3776408372028458E-5,0,0,0,0,0,0,0.0020639134336830805,0,0,0.11648070242417885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07029541138437435,0.001244166573205265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4400840856469E-4,0,0,0,0,0,0,0,0,0,0,0,0.18662498596850827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0616838650633811E-4,0
200,0,35.1331,0.0185,0.6,8.4448,0.12982863681415047,1.1246894939940761,0.20002548691208946,0,0,0,0,2.2932371485369094E-5,0,0,0,0,0,0,0.002057142857142857,0,0,0.08200233836954514,0,0,0,0,0,0,0,0,0,0,0.0034,0.0031,0.0032,0,5.555555555555556E-5,0,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061733333333333335,0.0010666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17596911462893E-4,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2275132275132276E-4,0
201,0,104.644,0.0518,0.6,26.5184,0.052621939006952716,0.9525247150793991,0.18524684751059392,0,0,0,0,2.2932371485369094E-5,0,0,0,0,0,0,0.11318095238095238,0,0,0.13192611109284333,0,0,0.021333333333333333,0,0,0,0,0,0,0,0.0091,0.0059,0.0074,0,5.555555555555556E-5,1.1111111111111112E-4,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04666666666666667,6.0E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17596911462893E-4,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1428571428571428E-4,0
202,0,139.7424,0.0712,0.6,12.0064,0.2213068090944596,0.8054422174735951,0.18708993070032148,0,0,0,0,2.2932371485369094E-5,0,0,0,0,0,0,0.13428571428571429,0,0,0.15522922258367308,0,0,0.021333333333333333,0,0,0,0,0,0,0,0.011,0.0085,0.0074,2.2222222222222223E-4,5.555555555555556E-5,1.1111111111111112E-4,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,6.0E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17596911462893E-4,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1428571428571428E-4,0
203,0,139.7424,0.0712,0.6,12.0064,0.2220351856781995,0.8080931311518756,0.18770569089848263,0,0,0,0,2.300784771000492E-5,0,0,0,0,0,0,0.13428571428571429,0,0,0.15574012114743482,0,0,0.021333333333333333,0,0,0,0,0,0,0,0.011,0.0085,0.0074,2.2222222222222223E-4,5.555555555555556E-5,1.1111111111111112E-4,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,6.0E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17596911462893E-4,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1428571428571428E-4,0
204,0,174.8733,0.119,0.6,12.0064,0.09345726735447117,1.2288311259939684,0.20495594678137827,0,0,0,0,2.2932371485369094E-5,0,0,0,0,0,0,0.09257142857142857,0,0,0.1562458910528474,0,0,0.021333333333333333,0.0057187601391628495,0,0,0,0,0,0,0.0147,0.01269984326435319,0.0114,2.2222222222222223E-4,5.555555555555556E-5,1.1111111111111112E-4,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029933333333333333,5.333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17596911462893E-4,0,1.0E-4,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0582010582010582E-4,0
205,0,245.0408,0.1382,0.6,3.912,0.20501225965706965,1.0733209818705534,0.20738932620007067,0,0,0,0,0.0013530099176367175,0,0,0,0,0,0,0.09032380952380953,0,0,0.1567542252874345,0,0,0.021333333333333333,0.0057187601391628495,0,0,0,0,0.025,0,0.0177,0.0144,0.0137,2.2222222222222223E-4,5.555555555555556E-5,1.1111111111111112E-4,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03933333333333333,4.66562176235459E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001435193822925786,0,1.0E-4,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.888888888888889E-5,0
206,0,280.1491,0.1162,0.6,4.3728,0.1586794449949226,0.9896464914189754,0.21000531524355104,0,0,0.09380952380952381,0,0.0013530099176367175,0,0,0,0,0,0,0.1584,0,0,0.15402527308070338,0,0,0.021333333333333333,0.012039495029814029,0,0,0,0,0.025,0,0.0202,0.019399843264353196,0.0152,2.2222222222222223E-4,5.555555555555556E-5,1.1111111111111112E-4,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031133333333333332,3.333333333333333E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001435193822925786,0,1.0E-4,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.465608465608466E-5,0
207,0,281.0711388299248,0.11658244353829937,0.6019747514790517,4.3871919882345605,0.15920169911173304,0.9929036678606888,0.21069649575773203,0,0,0.09411827463757846,0,0.0013574630148901715,0,0,0,0,0,0,0.15892133439277947,0,0,0.15453220914268406,0,0,0.02140354671966281,0.012079120047743044,0,0,0,0,0.02508228131210183,0,0.02026648330018148,0.019463693046691214,0.01525002703776283,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031235800993997836,3.344304174949626E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014399174081617338,0,1.0032912524848954E-4,0,0,0,0,0,0,0,0,0,0.19062533797093867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.493470920507055E-5,0
208,0,0,0,0.6039560023637375,4.401631344131998,0.1597256720986977,0.9929036678606888,0.21069649575773203,0,0,0,0,0.001361930768411026,0,0,0,0,0,0,0.15892133439277947,0,0,0.15453220914268406,0,0,0.02140354671966281,0.012118875481610749,0,0,0,0,0.025164833432776437,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031338605901604914,3.3553111243756487E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014446565399093266,0,1.0065933373127101E-4,0,0,0,0,0,0,0,0,0,0.19125273408702026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.493470920507055E-5,0
209,0,0,0,0.6059437740452418,4.416118223591223,0.16025136961305222,0.9929036678606888,0.21138995112148823,0,0,0,0,0.0013664132264367573,0,0,0,0,0,0,0.15892133439277947,0,0,0.15504081365923325,0,0,0.02140354671966281,0.012158761760648928,0,0,0,0,0.025247657253323213,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314417491661194,3.3663543004513216E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014494112693360594,0,1.0099062901354198E-4,0,0,0,0,0,0,0,0,0,0.19188219512212004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.493470920507055E-5,0
210,0,0,0,0.6079380879851529,4.4306527830242475,0.1607787973306516,0.9929036678606888,0.21208568882192388,0,0,0,0,0.0013709104373636038,0,0,0,0,0,0,0.15892133439277947,0,0,0.1555510921216562,0,0,0.02140354671966281,0.012198779315502072,0,0,0,0,0.025330753667975034,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03154523190115931,3.377433822407694E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014541816477778326,0,1.0132301467223396E-4,0,0,0,0,0,0,0,0,0,0.19251372787240778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.493470920507055E-5,0
211,0,0,0,0.6099389657156945,4.445235179357877,0.1613079609460315,0.9929036678606888,0.21278371637078522,0,0,0,0,0.0013754224497470882,0,0,0,0,0,0,0.15892133439277947,0,0,0.15606305003933132,0,0,0.02140354671966281,0.012238928578232038,0,0,0,0,0.025414123573907925,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03164905522400784,3.3885498098682365E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014589677267395056,0,1.0165649429605105E-4,0,0,0,0,0,0,0,0,0,0.19314733915642116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.493470920507055E-5,0
212,0,0,0,0.6119464288399582,4.459865570035403,0.16183886617246987,0.9929036678606888,0.2134840413045415,0,0,0,0,0.0013799493123025414,0,0,0,0,0,0,0.15892133439277947,0,0,0.1565766929397699,0,0,0.02140354671966281,0.012279209982322696,0,0,0,0,0.02549776787125075,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031753220255625485,3.39970238285013E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014637695578954538,0,1.0199107148550867E-4,0,0,0,0,0,0,0,0,0,0.19378303581513942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.493470920507055E-5,0
213,0,0,0,0.613960499032137,4.474544113018299,0.1623715187420483,0.9929036678606888,0.21418667118446633,0,0,0,0,0.0013844910739056282,0,0,0,0,0,0,0.15892133439277947,0,0,0.15709202636867559,0,0,0.02140354671966281,0.012319623962684632,0,0,0,0,0.0255816874630949,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03185772812066206,3.410891661765564E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014685871930901256,0,1.0232674985297249E-4,0,0,0,0,0,0,0,0,0,0.1944208247120572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.493470920507055E-5,0
214,0,0,0,0.615981198037759,4.489270966787931,0.16290592440571428,0.9929036678606888,0.21489161359671952,0,0,0,0,0.0013890477835928768,0,0,0,0,0,0,0.15892133439277947,0,0,0.15760905589000437,0,0,0.02140354671966281,0.012360170955659822,0,0,0,0,0.0256658832555041,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319625799474689,3.4221177674230316E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014734206843386027,0,1.0266353302269735E-4,0,0,0,0,0,0,0,0,0,0.19506071273325867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.493470920507055E-5,0
215,0,0,0,0.6180085476739224,4.504046290347268,0.16344208893334297,0.9929036678606888,0.21559887615242873,0,0,0,0,0.0013936194905622061,0,0,0,0,0,0,0.15892133439277947,0,0,0.15812778708602465,0,0,0.02140354671966281,0.012400851399026365,0,0,0,0,0.025750356157524145,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03206777686811105,3.4333808210286406E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014782700838271619,0,1.0300142463086644E-4,0,0,0,0,0,0,0,0,0,0.19570270678749174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.493470920507055E-5,0
216,0,0,0,0.620042569829531,4.518870243222597,0.16398001811379978,0.9929036678606888,0.21630846648777186,0,0,0,0,0.001398206244173458,0,0,0,0,0,0,0.15892133439277947,0,0,0.1586482255573774,0,0,0.02140354671966281,0.012441665732003192,0,0,0,0,0.025835107081192726,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03217332001837944,3.4446809441874155E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014831354439138373,0,1.0334042832563053E-4,0,0,0,0,0,0,0,0,0,0.19634681380624278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.493470920507055E-5,0
